id,tier,handed,core,enchant,is_artefact_component,is_final_item,requires_artefact,offhand_family
T7_OFF_TOTEM_KEEPER@1,7,OFFHAND,TOTEM_KEEPER,1,False,True,False,
T7_OFF_TOTEM_KEEPER@2,7,OFFHAND,TOTEM_KEEPER,2,False,True,False,
T7_OFF_TOTEM_KEEPER@3,7,OFFHAND,TOTEM_KEEPER,3,False,True,False,
T7_OFF_TOTEM_KEEPER@4,7,OFFHAND,TOTEM_KEEPER,4,False,True,False,
T8_OFF_TOTEM_KEEPER,8,OFFHAND,TOTEM_KEEPER,0,False,True,False,
T8_OFF_TOTEM_KEEPER@1,8,OFFHAND,TOTEM_KEEPER,1,False,True,False,
T8_OFF_TOTEM_KEEPER@2,8,OFFHAND,TOTEM_KEEPER,2,False,True,False,
T8_OFF_TOTEM_KEEPER@3,8,OFFHAND,TOTEM_KEEPER,3,False,True,False,
T8_OFF_TOTEM_KEEPER@4,8,OFFHAND,TOTEM_KEEPER,4,False,True,False,
T4_OFF_CENSER_AVALON,4,OFFHAND,CENSER_AVALON,0,False,True,False,
T4_OFF_CENSER_AVALON@1,4,OFFHAND,CENSER_AVALON,1,False,True,False,
T4_OFF_CENSER_AVALON@2,4,OFFHAND,CENSER_AVALON,2,False,True,False,
T4_OFF_CENSER_AVALON@3,4,OFFHAND,CENSER_AVALON,3,False,True,False,
T4_OFF_CENSER_AVALON@4,4,OFFHAND,CENSER_AVALON,4,False,True,False,
T5_OFF_CENSER_AVALON,5,OFFHAND,CENSER_AVALON,0,False,True,False,
T5_OFF_CENSER_AVALON@1,5,OFFHAND,CENSER_AVALON,1,False,True,False,
T5_OFF_CENSER_AVALON@2,5,OFFHAND,CENSER_AVALON,2,False,True,False,
T5_OFF_CENSER_AVALON@3,5,OFFHAND,CENSER_AVALON,3,False,True,False,
T5_OFF_CENSER_AVALON@4,5,OFFHAND,CENSER_AVALON,4,False,True,False,
T6_OFF_CENSER_AVALON,6,OFFHAND,CENSER_AVALON,0,False,True,False,
T6_OFF_CENSER_AVALON@1,6,OFFHAND,CENSER_AVALON,1,False,True,False,
T6_OFF_CENSER_AVALON@2,6,OFFHAND,CENSER_AVALON,2,False,True,False,
T6_OFF_CENSER_AVALON@3,6,OFFHAND,CENSER_AVALON,3,False,True,False,
T6_OFF_CENSER_AVALON@4,6,OFFHAND,CENSER_AVALON,4,False,True,False,
T7_OFF_CENSER_AVALON,7,OFFHAND,CENSER_AVALON,0,False,True,False,
T7_OFF_CENSER_AVALON@1,7,OFFHAND,CENSER_AVALON,1,False,True,False,
T7_OFF_CENSER_AVALON@2,7,OFFHAND,CENSER_AVALON,2,False,True,False,
T7_OFF_CENSER_AVALON@3,7,OFFHAND,CENSER_AVALON,3,False,True,False,
T7_OFF_CENSER_AVALON@4,7,OFFHAND,CENSER_AVALON,4,False,True,False,
T8_OFF_CENSER_AVALON,8,OFFHAND,CENSER_AVALON,0,False,True,False,
T8_OFF_CENSER_AVALON@1,8,OFFHAND,CENSER_AVALON,1,False,True,False,
T8_OFF_CENSER_AVALON@2,8,OFFHAND,CENSER_AVALON,2,False,True,False,
T8_OFF_CENSER_AVALON@3,8,OFFHAND,CENSER_AVALON,3,False,True,False,
T8_OFF_CENSER_AVALON@4,8,OFFHAND,CENSER_AVALON,4,False,True,False,
T4_OFF_TOME_CRYSTAL,4,OFFHAND,TOME_CRYSTAL,0,False,True,False,BOOK
T4_OFF_TOME_CRYSTAL@1,4,OFFHAND,TOME_CRYSTAL,1,False,True,False,BOOK
T4_OFF_TOME_CRYSTAL@2,4,OFFHAND,TOME_CRYSTAL,2,False,True,False,BOOK
T4_OFF_TOME_CRYSTAL@3,4,OFFHAND,TOME_CRYSTAL,3,False,True,False,BOOK
T4_OFF_TOME_CRYSTAL@4,4,OFFHAND,TOME_CRYSTAL,4,False,True,False,BOOK
T5_OFF_TOME_CRYSTAL,5,OFFHAND,TOME_CRYSTAL,0,False,True,False,BOOK
T5_OFF_TOME_CRYSTAL@1,5,OFFHAND,TOME_CRYSTAL,1,False,True,False,BOOK
T5_OFF_TOME_CRYSTAL@2,5,OFFHAND,TOME_CRYSTAL,2,False,True,False,BOOK
T5_OFF_TOME_CRYSTAL@3,5,OFFHAND,TOME_CRYSTAL,3,False,True,False,BOOK
T5_OFF_TOME_CRYSTAL@4,5,OFFHAND,TOME_CRYSTAL,4,False,True,False,BOOK
T6_OFF_TOME_CRYSTAL,6,OFFHAND,TOME_CRYSTAL,0,False,True,False,BOOK
T6_OFF_TOME_CRYSTAL@1,6,OFFHAND,TOME_CRYSTAL,1,False,True,False,BOOK
T6_OFF_TOME_CRYSTAL@2,6,OFFHAND,TOME_CRYSTAL,2,False,True,False,BOOK
T6_OFF_TOME_CRYSTAL@3,6,OFFHAND,TOME_CRYSTAL,3,False,True,False,BOOK
T6_OFF_TOME_CRYSTAL@4,6,OFFHAND,TOME_CRYSTAL,4,False,True,False,BOOK
T7_OFF_TOME_CRYSTAL,7,OFFHAND,TOME_CRYSTAL,0,False,True,False,BOOK
T7_OFF_TOME_CRYSTAL@1,7,OFFHAND,TOME_CRYSTAL,1,False,True,False,BOOK
T7_OFF_TOME_CRYSTAL@2,7,OFFHAND,TOME_CRYSTAL,2,False,True,False,BOOK
T7_OFF_TOME_CRYSTAL@3,7,OFFHAND,TOME_CRYSTAL,3,False,True,False,BOOK
T7_OFF_TOME_CRYSTAL@4,7,OFFHAND,TOME_CRYSTAL,4,False,True,False,BOOK
T8_OFF_TOME_CRYSTAL,8,OFFHAND,TOME_CRYSTAL,0,False,True,False,BOOK
T8_OFF_TOME_CRYSTAL@1,8,OFFHAND,TOME_CRYSTAL,1,False,True,False,BOOK
T8_OFF_TOME_CRYSTAL@2,8,OFFHAND,TOME_CRYSTAL,2,False,True,False,BOOK
T8_OFF_TOME_CRYSTAL@3,8,OFFHAND,TOME_CRYSTAL,3,False,True,False,BOOK
T8_OFF_TOME_CRYSTAL@4,8,OFFHAND,TOME_CRYSTAL,4,False,True,False,BOOK
T4_OFF_TORCH,4,OFFHAND,TORCH,0,False,True,False,TORCH
T4_OFF_TORCH@1,4,OFFHAND,TORCH,1,False,True,False,TORCH
T4_OFF_TORCH@2,4,OFFHAND,TORCH,2,False,True,False,TORCH
T4_OFF_TORCH@3,4,OFFHAND,TORCH,3,False,True,False,TORCH
T4_OFF_TORCH@4,4,OFFHAND,TORCH,4,False,True,False,TORCH
T5_OFF_TORCH,5,OFFHAND,TORCH,0,False,True,False,TORCH
T5_OFF_TORCH@1,5,OFFHAND,TORCH,1,False,True,False,TORCH
T5_OFF_TORCH@2,5,OFFHAND,TORCH,2,False,True,False,TORCH
T5_OFF_TORCH@3,5,OFFHAND,TORCH,3,False,True,False,TORCH
T5_OFF_TORCH@4,5,OFFHAND,TORCH,4,False,True,False,TORCH
T6_OFF_TORCH,6,OFFHAND,TORCH,0,False,True,False,TORCH
T6_OFF_TORCH@1,6,OFFHAND,TORCH,1,False,True,False,TORCH
T6_OFF_TORCH@2,6,OFFHAND,TORCH,2,False,True,False,TORCH
T6_OFF_TORCH@3,6,OFFHAND,TORCH,3,False,True,False,TORCH
T6_OFF_TORCH@4,6,OFFHAND,TORCH,4,False,True,False,TORCH
T7_OFF_TORCH,7,OFFHAND,TORCH,0,False,True,False,TORCH
T7_OFF_TORCH@1,7,OFFHAND,TORCH,1,False,True,False,TORCH
T7_OFF_TORCH@2,7,OFFHAND,TORCH,2,False,True,False,TORCH
T7_OFF_TORCH@3,7,OFFHAND,TORCH,3,False,True,False,TORCH
T7_OFF_TORCH@4,7,OFFHAND,TORCH,4,False,True,False,TORCH
T8_OFF_TORCH,8,OFFHAND,TORCH,0,False,True,False,TORCH
T8_OFF_TORCH@1,8,OFFHAND,TORCH,1,False,True,False,TORCH
T8_OFF_TORCH@2,8,OFFHAND,TORCH,2,False,True,False,TORCH
T8_OFF_TORCH@3,8,OFFHAND,TORCH,3,False,True,False,TORCH
T8_OFF_TORCH@4,8,OFFHAND,TORCH,4,False,True,False,TORCH
T4_OFF_HORN_KEEPER,4,OFFHAND,HORN_KEEPER,0,False,True,False,
T4_OFF_HORN_KEEPER@1,4,OFFHAND,HORN_KEEPER,1,False,True,False,
T4_OFF_HORN_KEEPER@2,4,OFFHAND,HORN_KEEPER,2,False,True,False,
T4_OFF_HORN_KEEPER@3,4,OFFHAND,HORN_KEEPER,3,False,True,False,
T4_OFF_HORN_KEEPER@4,4,OFFHAND,HORN_KEEPER,4,False,True,False,
T5_OFF_HORN_KEEPER,5,OFFHAND,HORN_KEEPER,0,False,True,False,
T5_OFF_HORN_KEEPER@1,5,OFFHAND,HORN_KEEPER,1,False,True,False,
T5_OFF_HORN_KEEPER@2,5,OFFHAND,HORN_KEEPER,2,False,True,False,
T5_OFF_HORN_KEEPER@3,5,OFFHAND,HORN_KEEPER,3,False,True,False,
T5_OFF_HORN_KEEPER@4,5,OFFHAND,HORN_KEEPER,4,False,True,False,
T6_OFF_HORN_KEEPER,6,OFFHAND,HORN_KEEPER,0,False,True,False,
T6_OFF_HORN_KEEPER@1,6,OFFHAND,HORN_KEEPER,1,False,True,False,
T6_OFF_HORN_KEEPER@2,6,OFFHAND,HORN_KEEPER,2,False,True,False,
T6_OFF_HORN_KEEPER@3,6,OFFHAND,HORN_KEEPER,3,False,True,False,
T6_OFF_HORN_KEEPER@4,6,OFFHAND,HORN_KEEPER,4,False,True,False,
T7_OFF_HORN_KEEPER,7,OFFHAND,HORN_KEEPER,0,False,True,False,
T7_OFF_HORN_KEEPER@1,7,OFFHAND,HORN_KEEPER,1,False,True,False,
T7_OFF_HORN_KEEPER@2,7,OFFHAND,HORN_KEEPER,2,False,True,False,
T7_OFF_HORN_KEEPER@3,7,OFFHAND,HORN_KEEPER,3,False,True,False,
T7_OFF_HORN_KEEPER@4,7,OFFHAND,HORN_KEEPER,4,False,True,False,
T8_OFF_HORN_KEEPER,8,OFFHAND,HORN_KEEPER,0,False,True,False,
T8_OFF_HORN_KEEPER@1,8,OFFHAND,HORN_KEEPER,1,False,True,False,
T8_OFF_HORN_KEEPER@2,8,OFFHAND,HORN_KEEPER,2,False,True,False,
T8_OFF_HORN_KEEPER@3,8,OFFHAND,HORN_KEEPER,3,False,True,False,
T8_OFF_HORN_KEEPER@4,8,OFFHAND,HORN_KEEPER,4,False,True,False,
T4_OFF_TALISMAN_AVALON,4,OFFHAND,TALISMAN_AVALON,0,False,True,False,
T4_OFF_TALISMAN_AVALON@1,4,OFFHAND,TALISMAN_AVALON,1,False,True,False,
T4_OFF_TALISMAN_AVALON@2,4,OFFHAND,TALISMAN_AVALON,2,False,True,False,
T4_OFF_TALISMAN_AVALON@3,4,OFFHAND,TALISMAN_AVALON,3,False,True,False,
T4_OFF_TALISMAN_AVALON@4,4,OFFHAND,TALISMAN_AVALON,4,False,True,False,
T5_OFF_TALISMAN_AVALON,5,OFFHAND,TALISMAN_AVALON,0,False,True,False,
T5_OFF_TALISMAN_AVALON@1,5,OFFHAND,TALISMAN_AVALON,1,False,True,False,
T5_OFF_TALISMAN_AVALON@2,5,OFFHAND,TALISMAN_AVALON,2,False,True,False,
T5_OFF_TALISMAN_AVALON@3,5,OFFHAND,TALISMAN_AVALON,3,False,True,False,
T5_OFF_TALISMAN_AVALON@4,5,OFFHAND,TALISMAN_AVALON,4,False,True,False,
T6_OFF_TALISMAN_AVALON,6,OFFHAND,TALISMAN_AVALON,0,False,True,False,
T6_OFF_TALISMAN_AVALON@1,6,OFFHAND,TALISMAN_AVALON,1,False,True,False,
T6_OFF_TALISMAN_AVALON@2,6,OFFHAND,TALISMAN_AVALON,2,False,True,False,
T6_OFF_TALISMAN_AVALON@3,6,OFFHAND,TALISMAN_AVALON,3,False,True,False,
T6_OFF_TALISMAN_AVALON@4,6,OFFHAND,TALISMAN_AVALON,4,False,True,False,
T7_OFF_TALISMAN_AVALON,7,OFFHAND,TALISMAN_AVALON,0,False,True,False,
T7_OFF_TALISMAN_AVALON@1,7,OFFHAND,TALISMAN_AVALON,1,False,True,False,
T7_OFF_TALISMAN_AVALON@2,7,OFFHAND,TALISMAN_AVALON,2,False,True,False,
T7_OFF_TALISMAN_AVALON@3,7,OFFHAND,TALISMAN_AVALON,3,False,True,False,
T7_OFF_TALISMAN_AVALON@4,7,OFFHAND,TALISMAN_AVALON,4,False,True,False,
T8_OFF_TALISMAN_AVALON,8,OFFHAND,TALISMAN_AVALON,0,False,True,False,
T8_OFF_TALISMAN_AVALON@1,8,OFFHAND,TALISMAN_AVALON,1,False,True,False,
T8_OFF_TALISMAN_AVALON@2,8,OFFHAND,TALISMAN_AVALON,2,False,True,False,
T8_OFF_TALISMAN_AVALON@3,8,OFFHAND,TALISMAN_AVALON,3,False,True,False,
T8_OFF_TALISMAN_AVALON@4,8,OFFHAND,TALISMAN_AVALON,4,False,True,False,
T4_OFF_LAMP_UNDEAD,4,OFFHAND,LAMP_UNDEAD,0,False,True,False,
T4_OFF_LAMP_UNDEAD@1,4,OFFHAND,LAMP_UNDEAD,1,False,True,False,
T4_OFF_LAMP_UNDEAD@2,4,OFFHAND,LAMP_UNDEAD,2,False,True,False,
T4_OFF_LAMP_UNDEAD@3,4,OFFHAND,LAMP_UNDEAD,3,False,True,False,
T4_OFF_LAMP_UNDEAD@4,4,OFFHAND,LAMP_UNDEAD,4,False,True,False,
T5_OFF_LAMP_UNDEAD,5,OFFHAND,LAMP_UNDEAD,0,False,True,False,
T5_OFF_LAMP_UNDEAD@1,5,OFFHAND,LAMP_UNDEAD,1,False,True,False,
T5_OFF_LAMP_UNDEAD@2,5,OFFHAND,LAMP_UNDEAD,2,False,True,False,
T5_OFF_LAMP_UNDEAD@3,5,OFFHAND,LAMP_UNDEAD,3,False,True,False,
T5_OFF_LAMP_UNDEAD@4,5,OFFHAND,LAMP_UNDEAD,4,False,True,False,
T6_OFF_LAMP_UNDEAD,6,OFFHAND,LAMP_UNDEAD,0,False,True,False,
T6_OFF_LAMP_UNDEAD@1,6,OFFHAND,LAMP_UNDEAD,1,False,True,False,
T6_OFF_LAMP_UNDEAD@2,6,OFFHAND,LAMP_UNDEAD,2,False,True,False,
T6_OFF_LAMP_UNDEAD@3,6,OFFHAND,LAMP_UNDEAD,3,False,True,False,
T6_OFF_LAMP_UNDEAD@4,6,OFFHAND,LAMP_UNDEAD,4,False,True,False,
T7_OFF_LAMP_UNDEAD,7,OFFHAND,LAMP_UNDEAD,0,False,True,False,
T7_OFF_LAMP_UNDEAD@1,7,OFFHAND,LAMP_UNDEAD,1,False,True,False,
T7_OFF_LAMP_UNDEAD@2,7,OFFHAND,LAMP_UNDEAD,2,False,True,False,
T7_OFF_LAMP_UNDEAD@3,7,OFFHAND,LAMP_UNDEAD,3,False,True,False,
T7_OFF_LAMP_UNDEAD@4,7,OFFHAND,LAMP_UNDEAD,4,False,True,False,
T8_OFF_LAMP_UNDEAD,8,OFFHAND,LAMP_UNDEAD,0,False,True,False,
T8_OFF_LAMP_UNDEAD@1,8,OFFHAND,LAMP_UNDEAD,1,False,True,False,
T8_OFF_LAMP_UNDEAD@2,8,OFFHAND,LAMP_UNDEAD,2,False,True,False,
T8_OFF_LAMP_UNDEAD@3,8,OFFHAND,LAMP_UNDEAD,3,False,True,False,
T8_OFF_LAMP_UNDEAD@4,8,OFFHAND,LAMP_UNDEAD,4,False,True,False,
T4_OFF_JESTERCANE_HELL,4,OFFHAND,JESTERCANE_HELL,0,False,True,False,
T4_OFF_JESTERCANE_HELL@1,4,OFFHAND,JESTERCANE_HELL,1,False,True,False,
T4_OFF_JESTERCANE_HELL@2,4,OFFHAND,JESTERCANE_HELL,2,False,True,False,
T4_OFF_JESTERCANE_HELL@3,4,OFFHAND,JESTERCANE_HELL,3,False,True,False,
T4_OFF_JESTERCANE_HELL@4,4,OFFHAND,JESTERCANE_HELL,4,False,True,False,
T5_OFF_JESTERCANE_HELL,5,OFFHAND,JESTERCANE_HELL,0,False,True,False,
T5_OFF_JESTERCANE_HELL@1,5,OFFHAND,JESTERCANE_HELL,1,False,True,False,
T5_OFF_JESTERCANE_HELL@2,5,OFFHAND,JESTERCANE_HELL,2,False,True,False,
T5_OFF_JESTERCANE_HELL@3,5,OFFHAND,JESTERCANE_HELL,3,False,True,False,
T5_OFF_JESTERCANE_HELL@4,5,OFFHAND,JESTERCANE_HELL,4,False,True,False,
T6_OFF_JESTERCANE_HELL,6,OFFHAND,JESTERCANE_HELL,0,False,True,False,
T6_OFF_JESTERCANE_HELL@1,6,OFFHAND,JESTERCANE_HELL,1,False,True,False,
T6_OFF_JESTERCANE_HELL@2,6,OFFHAND,JESTERCANE_HELL,2,False,True,False,
T6_OFF_JESTERCANE_HELL@3,6,OFFHAND,JESTERCANE_HELL,3,False,True,False,
T6_OFF_JESTERCANE_HELL@4,6,OFFHAND,JESTERCANE_HELL,4,False,True,False,
T7_OFF_JESTERCANE_HELL,7,OFFHAND,JESTERCANE_HELL,0,False,True,False,
T7_OFF_JESTERCANE_HELL@1,7,OFFHAND,JESTERCANE_HELL,1,False,True,False,
T7_OFF_JESTERCANE_HELL@2,7,OFFHAND,JESTERCANE_HELL,2,False,True,False,
T7_OFF_JESTERCANE_HELL@3,7,OFFHAND,JESTERCANE_HELL,3,False,True,False,
T7_OFF_JESTERCANE_HELL@4,7,OFFHAND,JESTERCANE_HELL,4,False,True,False,
T8_OFF_JESTERCANE_HELL,8,OFFHAND,JESTERCANE_HELL,0,False,True,False,
T8_OFF_JESTERCANE_HELL@1,8,OFFHAND,JESTERCANE_HELL,1,False,True,False,
T8_OFF_JESTERCANE_HELL@2,8,OFFHAND,JESTERCANE_HELL,2,False,True,False,
T8_OFF_JESTERCANE_HELL@3,8,OFFHAND,JESTERCANE_HELL,3,False,True,False,
T8_OFF_JESTERCANE_HELL@4,8,OFFHAND,JESTERCANE_HELL,4,False,True,False,
T4_OFF_TORCH_CRYSTAL,4,OFFHAND,TORCH_CRYSTAL,0,False,True,False,TORCH
T4_OFF_TORCH_CRYSTAL@1,4,OFFHAND,TORCH_CRYSTAL,1,False,True,False,TORCH
T4_OFF_TORCH_CRYSTAL@2,4,OFFHAND,TORCH_CRYSTAL,2,False,True,False,TORCH
T4_OFF_TORCH_CRYSTAL@3,4,OFFHAND,TORCH_CRYSTAL,3,False,True,False,TORCH
T4_OFF_TORCH_CRYSTAL@4,4,OFFHAND,TORCH_CRYSTAL,4,False,True,False,TORCH
T5_OFF_TORCH_CRYSTAL,5,OFFHAND,TORCH_CRYSTAL,0,False,True,False,TORCH
T5_OFF_TORCH_CRYSTAL@1,5,OFFHAND,TORCH_CRYSTAL,1,False,True,False,TORCH
T5_OFF_TORCH_CRYSTAL@2,5,OFFHAND,TORCH_CRYSTAL,2,False,True,False,TORCH
T5_OFF_TORCH_CRYSTAL@3,5,OFFHAND,TORCH_CRYSTAL,3,False,True,False,TORCH
T5_OFF_TORCH_CRYSTAL@4,5,OFFHAND,TORCH_CRYSTAL,4,False,True,False,TORCH
T6_OFF_TORCH_CRYSTAL,6,OFFHAND,TORCH_CRYSTAL,0,False,True,False,TORCH
T6_OFF_TORCH_CRYSTAL@1,6,OFFHAND,TORCH_CRYSTAL,1,False,True,False,TORCH
T6_OFF_TORCH_CRYSTAL@2,6,OFFHAND,TORCH_CRYSTAL,2,False,True,False,TORCH
T6_OFF_TORCH_CRYSTAL@3,6,OFFHAND,TORCH_CRYSTAL,3,False,True,False,TORCH
T6_OFF_TORCH_CRYSTAL@4,6,OFFHAND,TORCH_CRYSTAL,4,False,True,False,TORCH
T7_OFF_TORCH_CRYSTAL,7,OFFHAND,TORCH_CRYSTAL,0,False,True,False,TORCH
T7_OFF_TORCH_CRYSTAL@1,7,OFFHAND,TORCH_CRYSTAL,1,False,True,False,TORCH
T7_OFF_TORCH_CRYSTAL@2,7,OFFHAND,TORCH_CRYSTAL,2,False,True,False,TORCH
T7_OFF_TORCH_CRYSTAL@3,7,OFFHAND,TORCH_CRYSTAL,3,False,True,False,TORCH
T7_OFF_TORCH_CRYSTAL@4,7,OFFHAND,TORCH_CRYSTAL,4,False,True,False,TORCH
T8_OFF_TORCH_CRYSTAL,8,OFFHAND,TORCH_CRYSTAL,0,False,True,False,TORCH
T8_OFF_TORCH_CRYSTAL@1,8,OFFHAND,TORCH_CRYSTAL,1,False,True,False,TORCH
T8_OFF_TORCH_CRYSTAL@2,8,OFFHAND,TORCH_CRYSTAL,2,False,True,False,TORCH
T8_OFF_TORCH_CRYSTAL@3,8,OFFHAND,TORCH_CRYSTAL,3,False,True,False,TORCH
T8_OFF_TORCH_CRYSTAL@4,8,OFFHAND,TORCH_CRYSTAL,4,False,True,False,TORCH
T4_2H_TOOL_PICK,4,2H,TOOL_PICK,0,False,True,False,
T5_2H_TOOL_PICK,5,2H,TOOL_PICK,0,False,True,False,
T6_2H_TOOL_PICK,6,2H,TOOL_PICK,0,False,True,False,
T7_2H_TOOL_PICK,7,2H,TOOL_PICK,0,False,True,False,
T8_2H_TOOL_PICK,8,2H,TOOL_PICK,0,False,True,False,
T4_2H_TOOL_PICK_AVALON,4,2H,TOOL_PICK_AVALON,0,False,True,False,
T5_2H_TOOL_PICK_AVALON,5,2H,TOOL_PICK_AVALON,0,False,True,False,
T6_2H_TOOL_PICK_AVALON,6,2H,TOOL_PICK_AVALON,0,False,True,False,
T7_2H_TOOL_PICK_AVALON,7,2H,TOOL_PICK_AVALON,0,False,True,False,
T8_2H_TOOL_PICK_AVALON,8,2H,TOOL_PICK_AVALON,0,False,True,False,
T4_2H_TOOL_HAMMER,4,2H,TOOL_HAMMER,0,False,True,False,
T5_2H_TOOL_HAMMER,5,2H,TOOL_HAMMER,0,False,True,False,
T6_2H_TOOL_HAMMER,6,2H,TOOL_HAMMER,0,False,True,False,
T7_2H_TOOL_HAMMER,7,2H,TOOL_HAMMER,0,False,True,False,
T8_2H_TOOL_HAMMER,8,2H,TOOL_HAMMER,0,False,True,False,
T4_2H_TOOL_HAMMER_AVALON,4,2H,TOOL_HAMMER_AVALON,0,False,True,False,
T5_2H_TOOL_HAMMER_AVALON,5,2H,TOOL_HAMMER_AVALON,0,False,True,False,
T6_2H_TOOL_HAMMER_AVALON,6,2H,TOOL_HAMMER_AVALON,0,False,True,False,
T7_2H_TOOL_HAMMER_AVALON,7,2H,TOOL_HAMMER_AVALON,0,False,True,False,
T8_2H_TOOL_HAMMER_AVALON,8,2H,TOOL_HAMMER_AVALON,0,False,True,False,
T4_2H_TOOL_AXE,4,2H,TOOL_AXE,0,False,True,False,
T5_2H_TOOL_AXE,5,2H,TOOL_AXE,0,False,True,False,
T6_2H_TOOL_AXE,6,2H,TOOL_AXE,0,False,True,False,
T7_2H_TOOL_AXE,7,2H,TOOL_AXE,0,False,True,False,
T8_2H_TOOL_AXE,8,2H,TOOL_AXE,0,False,True,False,
T4_2H_TOOL_AXE_AVALON,4,2H,TOOL_AXE_AVALON,0,False,True,False,
T5_2H_TOOL_AXE_AVALON,5,2H,TOOL_AXE_AVALON,0,False,True,False,
T6_2H_TOOL_AXE_AVALON,6,2H,TOOL_AXE_AVALON,0,False,True,False,
T7_2H_TOOL_AXE_AVALON,7,2H,TOOL_AXE_AVALON,0,False,True,False,
T8_2H_TOOL_AXE_AVALON,8,2H,TOOL_AXE_AVALON,0,False,True,False,
T4_2H_TOOL_SICKLE,4,2H,TOOL_SICKLE,0,False,True,False,
T5_2H_TOOL_SICKLE,5,2H,TOOL_SICKLE,0,False,True,False,
T6_2H_TOOL_SICKLE,6,2H,TOOL_SICKLE,0,False,True,False,
T7_2H_TOOL_SICKLE,7,2H,TOOL_SICKLE,0,False,True,False,
T8_2H_TOOL_SICKLE,8,2H,TOOL_SICKLE,0,False,True,False,
T4_2H_TOOL_SICKLE_AVALON,4,2H,TOOL_SICKLE_AVALON,0,False,True,False,
T5_2H_TOOL_SICKLE_AVALON,5,2H,TOOL_SICKLE_AVALON,0,False,True,False,
T6_2H_TOOL_SICKLE_AVALON,6,2H,TOOL_SICKLE_AVALON,0,False,True,False,
T7_2H_TOOL_SICKLE_AVALON,7,2H,TOOL_SICKLE_AVALON,0,False,True,False,
T8_2H_TOOL_SICKLE_AVALON,8,2H,TOOL_SICKLE_AVALON,0,False,True,False,
T4_2H_TOOL_KNIFE,4,2H,TOOL_KNIFE,0,False,True,False,
T5_2H_TOOL_KNIFE,5,2H,TOOL_KNIFE,0,False,True,False,
T6_2H_TOOL_KNIFE,6,2H,TOOL_KNIFE,0,False,True,False,
T7_2H_TOOL_KNIFE,7,2H,TOOL_KNIFE,0,False,True,False,
T8_2H_TOOL_KNIFE,8,2H,TOOL_KNIFE,0,False,True,False,
T4_2H_TOOL_KNIFE_AVALON,4,2H,TOOL_KNIFE_AVALON,0,False,True,False,
T5_2H_TOOL_KNIFE_AVALON,5,2H,TOOL_KNIFE_AVALON,0,False,True,False,
T6_2H_TOOL_KNIFE_AVALON,6,2H,TOOL_KNIFE_AVALON,0,False,True,False,
T7_2H_TOOL_KNIFE_AVALON,7,2H,TOOL_KNIFE_AVALON,0,False,True,False,
T8_2H_TOOL_KNIFE_AVALON,8,2H,TOOL_KNIFE_AVALON,0,False,True,False,
T4_2H_TOOL_SIEGEHAMMER,4,2H,TOOL_SIEGEHAMMER,0,False,True,False,
T5_2H_TOOL_SIEGEHAMMER,5,2H,TOOL_SIEGEHAMMER,0,False,True,False,
T6_2H_TOOL_SIEGEHAMMER,6,2H,TOOL_SIEGEHAMMER,0,False,True,False,
T7_2H_TOOL_SIEGEHAMMER,7,2H,TOOL_SIEGEHAMMER,0,False,True,False,
T8_2H_TOOL_SIEGEHAMMER,8,2H,TOOL_SIEGEHAMMER,0,False,True,False,
T4_2H_TOOL_SIEGEHAMMER_AVALON,4,2H,TOOL_SIEGEHAMMER_AVALON,0,False,True,False,
T5_2H_TOOL_SIEGEHAMMER_AVALON,5,2H,TOOL_SIEGEHAMMER_AVALON,0,False,True,False,
T6_2H_TOOL_SIEGEHAMMER_AVALON,6,2H,TOOL_SIEGEHAMMER_AVALON,0,False,True,False,
T7_2H_TOOL_SIEGEHAMMER_AVALON,7,2H,TOOL_SIEGEHAMMER_AVALON,0,False,True,False,
T8_2H_TOOL_SIEGEHAMMER_AVALON,8,2H,TOOL_SIEGEHAMMER_AVALON,0,False,True,False,
T4_2H_TOOL_FISHINGROD,4,2H,TOOL_FISHINGROD,0,False,True,False,
T5_2H_TOOL_FISHINGROD,5,2H,TOOL_FISHINGROD,0,False,True,False,
T6_2H_TOOL_FISHINGROD,6,2H,TOOL_FISHINGROD,0,False,True,False,
T7_2H_TOOL_FISHINGROD,7,2H,TOOL_FISHINGROD,0,False,True,False,
T8_2H_TOOL_FISHINGROD,8,2H,TOOL_FISHINGROD,0,False,True,False,
T4_2H_TOOL_FISHINGROD_AVALON,4,2H,TOOL_FISHINGROD_AVALON,0,False,True,False,
T5_2H_TOOL_FISHINGROD_AVALON,5,2H,TOOL_FISHINGROD_AVALON,0,False,True,False,
T6_2H_TOOL_FISHINGROD_AVALON,6,2H,TOOL_FISHINGROD_AVALON,0,False,True,False,
T7_2H_TOOL_FISHINGROD_AVALON,7,2H,TOOL_FISHINGROD_AVALON,0,False,True,False,
T8_2H_TOOL_FISHINGROD_AVALON,8,2H,TOOL_FISHINGROD_AVALON,0,False,True,False,
T4_2H_BOW,4,2H,BOW,0,False,True,False,
T4_2H_BOW@1,4,2H,BOW,1,False,True,False,
T4_2H_BOW@2,4,2H,BOW,2,False,True,False,
T4_2H_BOW@3,4,2H,BOW,3,False,True,False,
T4_2H_BOW@4,4,2H,BOW,4,False,True,False,
T5_2H_BOW,5,2H,BOW,0,False,True,False,
T5_2H_BOW@1,5,2H,BOW,1,False,True,False,
